id,time
95,1970-01-15T15:04:23
89,1970-01-15T16:58:22
84,1970-01-15T19:14:31
82,1970-01-15T20:32:11
55,1970-01-15T20:47:57
58,1970-01-15T21:39:27
76,1970-01-15T22:42:39
98,1970-01-16T00:53:57
64,1970-01-16T03:10:10
60,1970-01-16T04:08:15
93,1970-01-16T04:18:30
6,1970-01-16T05:04:05
17,1970-01-16T07:05:50
3,1970-01-16T09:01:04
55,1970-01-16T11:18:30
14,1970-01-16T12:57:20
72,1970-01-16T13:57:33
92,1970-01-16T14:56:23
62,1970-01-16T17:35:19
34,1970-01-16T18:36:59
63,1970-01-16T18:40:50
93,1970-01-16T21:19:34
71,1970-01-16T22:26:58
61,1970-01-17T00:11:50
92,1970-01-17T02:40:04
11,1970-01-17T04:38:51
77,1970-01-17T04:48:00
3,1970-01-17T06:56:08
99,1970-01-17T06:58:09
75,1970-01-17T08:31:28
29,1970-01-17T09:47:47
55,1970-01-17T09:50:42
68,1970-01-17T09:57:20
18,1970-01-17T12:19:30
34,1970-01-17T14:06:11
49,1970-01-17T16:39:06
60,1970-01-17T18:19:04
50,1970-01-17T18:52:29
13,1970-01-17T19:07:36
22,1970-01-17T20:07:54
43,1970-01-17T22:54:04
59,1970-01-17T23:32:33
69,1970-01-18T00:15:39
93,1970-01-18T01:15:38
75,1970-01-18T02:21:34
68,1970-01-18T04:04:48
72,1970-01-18T05:10:18
82,1970-01-18T07:50:54
42,1970-01-18T09:25:02
80,1970-01-18T10:50:57
86,1970-01-18T12:54:05
18,1970-01-18T14:35:30
41,1970-01-18T17:01:27
96,1970-01-18T18:53:23
62,1970-01-18T19:52:32
34,1970-01-18T21:28:51
77,1970-01-18T22:36:31
37,1970-01-18T23:34:57
15,1970-01-19T01:14:04
65,1970-01-19T01:48:10
80,1970-01-19T04:19:43
24,1970-01-19T04:48:40
18,1970-01-19T05:41:34
95,1970-01-19T07:33:30
64,1970-01-19T08:51:24
97,1970-01-19T11:18:32
19,1970-01-19T12:02:36
49,1970-01-19T13:59:26
36,1970-01-19T16:00:02
78,1970-01-19T16:37:37
96,1970-01-19T18:41:55
6,1970-01-19T20:34:55
22,1970-01-19T22:05:00
55,1970-01-20T00:18:14
96,1970-01-20T01:11:13
61,1970-01-20T03:10:29
57,1970-01-20T04:37:18
43,1970-01-20T06:05:30
13,1970-01-20T08:10:49
64,1970-01-20T10:49:17
21,1970-01-20T12:49:45
69,1970-01-20T13:21:55
69,1970-01-20T15:10:39
1,1970-01-20T15:49:05
97,1970-01-20T18:16:47
86,1970-01-20T19:57:08
22,1970-01-20T21:59:16
17,1970-01-20T22:38:00
85,1970-01-20T23:37:38
10,1970-01-21T01:21:50
35,1970-01-21T02:53:33
38,1970-01-21T03:07:57
70,1970-01-21T03:08:55
34,1970-01-21T04:05:02
78,1970-01-21T06:12:34
23,1970-01-21T08:46:59
59,1970-01-21T10:36:45
41,1970-01-21T11:03:55
69,1970-01-21T11:29:44
80,1970-01-21T13:52:58
57,1970-01-21T15:29:26
18,1970-01-21T17:54:54
48,1970-01-21T20:16:07
85,1970-01-21T23:00:57
50,1970-01-22T00:55:30
14,1970-01-22T01:09:48
50,1970-01-22T03:11:04
75,1970-01-22T04:50:58
68,1970-01-22T06:02:54
54,1970-01-22T06:18:30
29,1970-01-22T08:44:20
20,1970-01-22T09:26:39
10,1970-01-22T10:21:15
48,1970-01-22T10:27:52
88,1970-01-22T12:25:28
72,1970-01-22T14:44:05
90,1970-01-22T16:39:59
20,1970-01-22T19:26:10
95,1970-01-22T20:40:13
39,1970-01-22T22:33:31
94,1970-01-23T00:21:28
91,1970-01-23T00:42:13
28,1970-01-23T03:14:31
46,1970-01-23T03:23:29
87,1970-01-23T05:27:33
72,1970-01-23T06:02:41
90,1970-01-23T08:36:54
94,1970-01-23T11:02:15
36,1970-01-23T12:08:53
27,1970-01-23T14:45:07
7,1970-01-23T17:18:39
13,1970-01-23T18:37:05
72,1970-01-23T20:59:35
51,1970-01-23T23:18:44
42,1970-01-24T00:12:31
28,1970-01-24T00:31:20
91,1970-01-24T02:04:40
61,1970-01-24T02:38:49
72,1970-01-24T04:47:12
90,1970-01-24T06:18:55
64,1970-01-24T07:57:39
60,1970-01-24T09:42:34
84,1970-01-24T10:25:49
34,1970-01-24T12:47:19
73,1970-01-24T13:58:53
62,1970-01-24T15:14:23
71,1970-01-24T15:36:06
36,1970-01-24T17:50:07
80,1970-01-24T17:54:49
35,1970-01-24T20:05:07
2,1970-01-24T22:43:10
65,1970-01-25T00:04:18
7,1970-01-25T01:23:04
96,1970-01-25T03:53:14
10,1970-01-25T04:00:05
79,1970-01-25T05:25:33
91,1970-01-25T06:10:25
40,1970-01-25T08:37:43
80,1970-01-25T09:31:21
81,1970-01-25T11:02:46
89,1970-01-25T11:59:46
4,1970-01-25T13:07:21
74,1970-01-25T15:28:48
8,1970-01-25T17:14:26
69,1970-01-25T17:41:56
45,1970-01-25T18:03:09
56,1970-01-25T18:16:56
17,1970-01-25T18:45:58
65,1970-01-25T20:37:46
8,1970-01-25T22:10:46
79,1970-01-25T23:49:06
66,1970-01-26T00:24:46
33,1970-01-26T00:27:49
35,1970-01-26T01:31:34
36,1970-01-26T02:33:05
71,1970-01-26T03:28:43
8,1970-01-26T05:43:32
29,1970-01-26T06:12:27
86,1970-01-26T08:24:09
14,1970-01-26T10:09:25
56,1970-01-26T12:16:04
19,1970-01-26T12:47:40
1,1970-01-26T14:34:28
56,1970-01-26T16:24:35
68,1970-01-26T17:41:25
84,1970-01-26T18:18:47
60,1970-01-26T20:05:04
71,1970-01-26T20:24:11
16,1970-01-26T22:26:23
97,1970-01-26T22:29:29
3,1970-01-27T01:13:00
38,1970-01-27T03:20:25
72,1970-01-27T04:46:16
18,1970-01-27T05:03:59
3,1970-01-27T05:47:46
5,1970-01-27T06:50:04
76,1970-01-27T07:33:07
49,1970-01-27T09:09:26
99,1970-01-27T10:10:56
28,1970-01-27T10:18:50
52,1970-01-27T10:54:43
97,1970-01-27T11:55:03
85,1970-01-27T13:42:49
91,1970-01-27T15:59:17
90,1970-01-27T17:12:21
82,1970-01-27T19:30:07
71,1970-01-27T21:44:30
37,1970-01-28T00:03:39
74,1970-01-28T02:23:25
62,1970-01-28T02:24:30
14,1970-01-28T03:10:55
9,1970-01-28T04:41:31
91,1970-01-28T06:22:32
98,1970-01-28T08:22:18
27,1970-01-28T10:46:47
90,1970-01-28T13:21:16
86,1970-01-28T15:44:06
80,1970-01-28T16:18:45
37,1970-01-28T16:23:09
10,1970-01-28T16:26:16
41,1970-01-28T18:55:14
15,1970-01-28T20:12:52
73,1970-01-28T22:21:50
57,1970-01-29T00:42:57
79,1970-01-29T02:53:24
20,1970-01-29T04:23:19
40,1970-01-29T05:12:34
87,1970-01-29T05:34:47
82,1970-01-29T05:40:23
47,1970-01-29T07:51:46
80,1970-01-29T10:31:37
56,1970-01-29T12:41:19
71,1970-01-29T13:56:19
2,1970-01-29T15:46:00
18,1970-01-29T17:27:29
4,1970-01-29T19:25:16
73,1970-01-29T20:56:53
46,1970-01-29T21:21:10
19,1970-01-30T00:03:48
75,1970-01-30T02:00:55
55,1970-01-30T04:47:22
61,1970-01-30T05:25:00
5,1970-01-30T07:34:12
68,1970-01-30T09:00:56
58,1970-01-30T09:55:04
78,1970-01-30T12:03:45
76,1970-01-30T14:12:47
74,1970-01-30T15:32:38
65,1970-01-30T16:02:58
11,1970-01-30T17:52:47
39,1970-01-30T18:00:13
43,1970-01-30T19:04:24
15,1970-01-30T19:52:42
4,1970-01-30T21:53:13
45,1970-01-30T23:34:01
11,1970-01-31T01:00:28
49,1970-01-31T01:24:07
12,1970-01-31T04:08:23
4,1970-01-31T05:55:22
3,1970-01-31T08:05:16
22,1970-01-31T09:14:32
55,1970-01-31T10:34:22
71,1970-01-31T11:45:29
7,1970-01-31T13:29:03
73,1970-01-31T15:23:31
84,1970-01-31T15:52:19
22,1970-01-31T16:11:31
27,1970-01-31T16:32:32
90,1970-01-31T18:52:27
73,1970-01-31T20:06:48
19,1970-01-31T20:33:06
5,1970-01-31T23:16:01
95,1970-01-31T23:19:09
23,1970-02-01T01:34:43
60,1970-02-01T03:54:38
87,1970-02-01T05:40:25
82,1970-02-01T07:13:53
91,1970-02-01T07:22:10
64,1970-02-01T09:19:55
85,1970-02-01T10:41:55
49,1970-02-01T11:09:19
12,1970-02-01T11:12:26
74,1970-02-01T13:53:39
14,1970-02-01T15:23:15
17,1970-02-01T17:10:54
75,1970-02-01T19:46:26
8,1970-02-01T21:45:41
4,1970-02-01T22:39:54
48,1970-02-02T00:53:17
57,1970-02-02T01:10:52
9,1970-02-02T01:11:50
24,1970-02-02T03:39:44
88,1970-02-02T03:46:42
41,1970-02-02T06:29:42
92,1970-02-02T07:54:58
62,1970-02-02T09:14:51
45,1970-02-02T09:18:51
15,1970-02-02T10:36:44
58,1970-02-02T11:37:34
1,1970-02-02T12:34:24
5,1970-02-02T13:27:58
6,1970-02-02T15:05:05
66,1970-02-02T16:46:04
91,1970-02-02T18:19:54
63,1970-02-02T18:38:36
56,1970-02-02T20:43:29
11,1970-02-02T21:53:34
36,1970-02-02T22:57:28
61,1970-02-03T01:26:24
89,1970-02-03T02:31:49
37,1970-02-03T04:54:47
12,1970-02-03T06:27:23
19,1970-02-03T07:16:53
52,1970-02-03T09:31:13
66,1970-02-03T10:40:16
98,1970-02-03T11:09:46
59,1970-02-03T12:36:02
80,1970-02-03T13:22:02
85,1970-02-03T14:23:28
91,1970-02-03T15:17:35
88,1970-02-03T16:16:44
48,1970-02-03T16:33:53
30,1970-02-03T19:01:02
10,1970-02-03T19:08:05
80,1970-02-03T21:33:22
1,1970-02-03T22:36:45
42,1970-02-03T23:09:53
81,1970-02-03T23:41:24
27,1970-02-04T00:23:37
27,1970-02-04T02:14:59
65,1970-02-04T04:31:08
97,1970-02-04T05:50:57
56,1970-02-04T06:46:33
49,1970-02-04T07:43:03
79,1970-02-04T08:28:38
77,1970-02-04T10:34:05
84,1970-02-04T10:50:27
42,1970-02-04T12:00:00
89,1970-02-04T12:25:26
2,1970-02-04T13:31:59
81,1970-02-04T14:53:45
10,1970-02-04T16:57:48
8,1970-02-04T18:00:13
45,1970-02-04T19:31:27
71,1970-02-04T19:37:21
89,1970-02-04T20:37:24
57,1970-02-04T22:10:13
91,1970-02-04T23:03:34
97,1970-02-05T01:12:15
37,1970-02-05T01:56:07
88,1970-02-05T04:38:43
17,1970-02-05T05:13:51
37,1970-02-05T06:14:18
9,1970-02-05T08:18:06
64,1970-02-05T08:51:28
28,1970-02-05T11:16:57
97,1970-02-05T11:46:57
69,1970-02-05T12:24:54
86,1970-02-05T14:55:28
15,1970-02-05T16:37:46
47,1970-02-05T17:43:03
29,1970-02-05T19:55:33
35,1970-02-05T20:05:13
19,1970-02-05T21:12:13
43,1970-02-05T21:13:41
76,1970-02-05T21:55:28
99,1970-02-05T23:29:12
99,1970-02-06T01:32:14
96,1970-02-06T03:33:11
92,1970-02-06T03:39:59
40,1970-02-06T05:14:10
99,1970-02-06T07:22:25
99,1970-02-06T07:33:23
93,1970-02-06T08:29:11
12,1970-02-06T09:20:17
73,1970-02-06T10:55:56
67,1970-02-06T12:19:37
62,1970-02-06T14:33:14
78,1970-02-06T17:10:59
15,1970-02-06T19:32:02
93,1970-02-06T19:45:46
74,1970-02-06T21:19:41
36,1970-02-06T22:26:58
72,1970-02-06T23:03:52
20,1970-02-07T01:50:08
84,1970-02-07T04:13:49
63,1970-02-07T04:43:29
11,1970-02-07T05:46:43
5,1970-02-07T05:48:40
56,1970-02-07T08:29:19
32,1970-02-07T10:30:04
86,1970-02-07T11:29:58
31,1970-02-07T13:58:52
44,1970-02-07T16:24:52
20,1970-02-07T17:17:47
16,1970-02-07T18:48:06
30,1970-02-07T20:49:55
44,1970-02-07T21:07:53
42,1970-02-07T21:30:12
6,1970-02-07T23:22:16
82,1970-02-08T00:38:24
99,1970-02-08T02:59:20
62,1970-02-08T03:56:02
9,1970-02-08T04:07:01
94,1970-02-08T04:47:26
27,1970-02-08T06:44:32
49,1970-02-08T07:42:11
9,1970-02-08T09:22:24
11,1970-02-08T09:29:02
98,1970-02-08T11:01:58
8,1970-02-08T11:31:39
80,1970-02-08T12:57:44
9,1970-02-08T15:07:22
36,1970-02-08T16:27:01
19,1970-02-08T19:00:29
65,1970-02-08T20:16:19
46,1970-02-08T21:46:49
47,1970-02-08T22:25:21
77,1970-02-08T23:21:16
47,1970-02-09T01:43:42
83,1970-02-09T02:09:22
54,1970-02-09T03:24:14
77,1970-02-09T03:59:51
61,1970-02-09T04:59:39
95,1970-02-09T06:12:49
84,1970-02-09T06:56:41
53,1970-02-09T07:05:23
76,1970-02-09T09:34:01
11,1970-02-09T10:03:41
13,1970-02-09T12:45:54
2,1970-02-09T13:22:49
97,1970-02-09T14:15:25
16,1970-02-09T15:44:19
56,1970-02-09T16:03:26
71,1970-02-09T18:27:27
72,1970-02-09T18:33:56
69,1970-02-09T20:59:50
6,1970-02-09T23:15:50
25,1970-02-09T23:54:53
59,1970-02-10T01:33:35
81,1970-02-10T03:33:11
1,1970-02-10T05:32:43
24,1970-02-10T07:25:35
92,1970-02-10T08:27:10
45,1970-02-10T09:30:33
18,1970-02-10T10:13:40
52,1970-02-10T12:20:40
64,1970-02-10T12:31:32
92,1970-02-10T13:28:02
51,1970-02-10T14:58:55
99,1970-02-10T14:59:42
37,1970-02-10T15:21:52
51,1970-02-10T16:15:49
29,1970-02-10T17:37:35
8,1970-02-10T18:32:32
50,1970-02-10T19:41:14
1,1970-02-10T21:03:33
25,1970-02-10T23:34:23
54,1970-02-11T01:14:27
73,1970-02-11T01:24:41
27,1970-02-11T03:22:24
29,1970-02-11T03:35:06
64,1970-02-11T05:22:24
61,1970-02-11T05:42:48
7,1970-02-11T06:54:42
64,1970-02-11T08:11:15
64,1970-02-11T10:35:05
26,1970-02-11T11:46:17
70,1970-02-11T13:08:54
53,1970-02-11T13:17:51
87,1970-02-11T13:28:46
91,1970-02-11T15:05:53
63,1970-02-11T16:36:00
42,1970-02-11T17:38:35
49,1970-02-11T19:50:12
93,1970-02-11T21:10:52
11,1970-02-11T22:27:09
93,1970-02-11T23:24:25
29,1970-02-12T01:47:08
87,1970-02-12T03:21:31
14,1970-02-12T05:37:36
65,1970-02-12T07:07:03
8,1970-02-12T09:23:52
19,1970-02-12T11:02:47
56,1970-02-12T13:01:34
87,1970-02-12T13:06:03
50,1970-02-12T13:32:07
47,1970-02-12T15:11:59
26,1970-02-12T16:26:51
92,1970-02-12T17:23:29
51,1970-02-12T19:36:41
82,1970-02-12T20:15:39
66,1970-02-12T20:18:06
21,1970-02-12T21:17:31
57,1970-02-12T23:22:16
50,1970-02-13T00:55:30
63,1970-02-13T01:20:55
50,1970-02-13T01:47:12
24,1970-02-13T04:06:23
5,1970-02-13T06:10:43
31,1970-02-13T07:53:24
95,1970-02-13T08:32:23
89,1970-02-13T09:30:14
94,1970-02-13T12:07:27
75,1970-02-13T13:31:07
57,1970-02-13T13:54:26
14,1970-02-13T15:09:46
60,1970-02-13T16:12:47
24,1970-02-13T18:13:30
17,1970-02-13T18:43:18
42,1970-02-13T20:45:31
39,1970-02-13T21:36:49
76,1970-02-14T00:14:21
92,1970-02-14T02:45:09
21,1970-02-14T03:47:33
45,1970-02-14T05:08:19
27,1970-02-14T05:44:16
34,1970-02-14T05:46:43
36,1970-02-14T07:31:48
11,1970-02-14T07:58:35
5,1970-02-14T10:14:26
76,1970-02-14T12:52:00
80,1970-02-14T15:13:17
75,1970-02-14T16:09:54
70,1970-02-14T16:26:51
64,1970-02-14T17:45:05
55,1970-02-14T18:10:57
46,1970-02-14T20:19:53
62,1970-02-14T21:58:28
11,1970-02-14T22:38:57
35,1970-02-14T23:51:07
71,1970-02-14T23:58:13
24,1970-02-15T02:00:03
93,1970-02-15T03:49:52
65,1970-02-15T05:57:33
25,1970-02-15T06:32:30
14,1970-02-15T07:25:46
88,1970-02-15T08:50:59
21,1970-02-15T10:34:58
63,1970-02-15T11:17:38
89,1970-02-15T13:33:20
51,1970-02-15T15:12:30
85,1970-02-15T15:14:45
85,1970-02-15T17:30:35
57,1970-02-15T19:20:43
60,1970-02-15T19:20:56
59,1970-02-15T19:53:29
66,1970-02-15T22:02:17
47,1970-02-15T23:57:48
59,1970-02-16T01:54:36
67,1970-02-16T02:21:29
18,1970-02-16T03:35:32
64,1970-02-16T04:38:51
68,1970-02-16T05:24:12
90,1970-02-16T05:41:49
39,1970-02-16T06:44:17
22,1970-02-16T08:27:26
70,1970-02-16T09:43:56
65,1970-02-16T11:53:18
5,1970-02-16T14:19:42
35,1970-02-16T16:09:06
53,1970-02-16T16:09:23
60,1970-02-16T18:34:25
20,1970-02-16T19:15:18
17,1970-02-16T19:29:54
99,1970-02-16T21:30:25
49,1970-02-16T23:41:22
94,1970-02-17T01:53:52
59,1970-02-17T04:08:02
10,1970-02-17T05:32:38
93,1970-02-17T07:18:43
29,1970-02-17T08:24:43
52,1970-02-17T10:22:31
7,1970-02-17T11:11:27
83,1970-02-17T13:19:22
36,1970-02-17T15:15:10
57,1970-02-17T16:57:48
98,1970-02-17T19:07:32
46,1970-02-17T19:28:54
86,1970-02-17T20:39:02
65,1970-02-17T21:25:48
71,1970-02-17T22:09:52
27,1970-02-18T00:30:16
52,1970-02-18T01:02:29
19,1970-02-18T01:46:44
72,1970-02-18T02:59:40
30,1970-02-18T03:03:00
96,1970-02-18T04:55:57
20,1970-02-18T06:18:52
40,1970-02-18T07:20:11
22,1970-02-18T08:53:09
65,1970-02-18T09:57:37
30,1970-02-18T10:40:28
87,1970-02-18T11:45:02
69,1970-02-18T13:50:14
45,1970-02-18T15:36:32
76,1970-02-18T17:55:41
53,1970-02-18T20:08:30
4,1970-02-18T21:00:34
72,1970-02-18T22:30:09
36,1970-02-18T23:36:22
93,1970-02-19T02:05:56
56,1970-02-19T02:34:49
84,1970-02-19T05:21:12
59,1970-02-19T07:44:13
43,1970-02-19T10:11:24
46,1970-02-19T11:30:29
72,1970-02-19T12:54:28
96,1970-02-19T13:31:03
1,1970-02-19T15:27:58
2,1970-02-19T17:41:43
2,1970-02-19T20:14:37
53,1970-02-19T23:01:16
74,1970-02-19T23:09:10
57,1970-02-20T00:09:14
7,1970-02-20T00:26:40
94,1970-02-20T01:58:34
84,1970-02-20T02:46:23
21,1970-02-20T03:03:29
52,1970-02-20T04:47:12
38,1970-02-20T05:14:08
76,1970-02-20T05:49:28
52,1970-02-20T06:02:49
60,1970-02-20T07:11:19
67,1970-02-20T07:52:44
88,1970-02-20T09:00:36
6,1970-02-20T10:46:31
36,1970-02-20T11:24:07
4,1970-02-20T13:16:09
99,1970-02-20T15:49:14
31,1970-02-20T16:23:19
34,1970-02-20T17:57:42
68,1970-02-20T19:50:21
86,1970-02-20T20:27:09
72,1970-02-20T20:54:50
69,1970-02-20T21:20:48
2,1970-02-20T23:09:37
56,1970-02-21T00:56:13
28,1970-02-21T01:05:58
75,1970-02-21T01:27:43
11,1970-02-21T03:43:09
48,1970-02-21T04:06:35
43,1970-02-21T04:45:10
29,1970-02-21T06:12:11
80,1970-02-21T08:40:15
9,1970-02-21T10:35:04
15,1970-02-21T13:06:02
54,1970-02-21T15:20:08
14,1970-02-21T17:02:25
1,1970-02-21T17:12:33
26,1970-02-21T19:47:14
41,1970-02-21T21:31:22
7,1970-02-21T22:22:08
11,1970-02-21T22:42:35
76,1970-02-21T23:07:29
96,1970-02-22T00:27:09
70,1970-02-22T03:06:33
39,1970-02-22T04:35:48
16,1970-02-22T07:12:34
66,1970-02-22T07:17:40
99,1970-02-22T10:04:18
66,1970-02-22T11:40:28
46,1970-02-22T11:59:21
79,1970-02-22T12:39:15
8,1970-02-22T13:02:35
98,1970-02-22T13:41:10
92,1970-02-22T14:49:53
65,1970-02-22T15:48:11
90,1970-02-22T16:30:27
52,1970-02-22T18:21:33
25,1970-02-22T19:29:07
4,1970-02-22T22:10:54
65,1970-02-22T22:46:16
16,1970-02-23T00:24:48
81,1970-02-23T00:36:48
43,1970-02-23T00:50:41
53,1970-02-23T02:40:39
86,1970-02-23T03:24:28
57,1970-02-23T05:21:19
62,1970-02-23T07:44:50
76,1970-02-23T09:02:46
22,1970-02-23T11:41:11
52,1970-02-23T12:54:05
30,1970-02-23T14:46:28
85,1970-02-23T17:30:18
68,1970-02-23T18:07:05
